date,token_symbol,factor_name,factor_value,lookback_window,factor_data_source,price_usd,cex_volume_usd,dex_volume_usd,dex_share,return_1d,future_return_1d,future_return_3d,future_return_7d
2026-03-30,CRV,MOM_14D,-0.17030612004954362,14d,merged_volume_panel,0.2149,11340476.755670004,662887.1365962025,0.05522511377192373,0.03267659778952425,0.014890646812470765,-0.030246626337831595,-0.030711959050721216
2026-03-30,CRV,MOM_30D,-0.15607663094557866,30d,merged_volume_panel,0.2149,11340476.755670004,662887.1365962025,0.05522511377192373,0.03267659778952425,0.014890646812470765,-0.030246626337831595,-0.030711959050721216
2026-03-30,CRV,MOM_7D,-0.021179428866761198,7d,merged_volume_panel,0.2149,11340476.755670004,662887.1365962025,0.05522511377192373,0.03267659778952425,0.014890646812470765,-0.030246626337831595,-0.030711959050721216
2026-03-30,CRV,MOM_7D_SKIP_1D,-0.04049517514272459,7d_skip_1d,merged_volume_panel,0.2149,11340476.755670004,662887.1365962025,0.05522511377192373,0.03267659778952425,0.014890646812470765,-0.030246626337831595,-0.030711959050721216
2026-03-30,CRV,VOL_DIVERGENCE,-0.5016759947628766,7d_growth_30d_z,merged_volume_panel,0.2149,11340476.755670004,662887.1365962025,0.05522511377192373,0.03267659778952425,0.014890646812470765,-0.030246626337831595,-0.030711959050721216
2026-03-30,ENA,CEX_VOLUME_CONFIRMED_MOM,0.01809414120763783,7d_price_30d_volume,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,CEX_VOL_GROWTH_7D,0.15263942829270227,7d_vs_prev_7d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,CEX_VOL_Z_30D,-0.6690805652598755,30d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,DEX_SHARE,0.0014428237344315217,1d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,DEX_VOL_GROWTH_7D,0.45028665036821586,7d_vs_prev_7d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,DEX_VOL_Z_30D,-1.404717484417493,30d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,MOM_14D,-0.2710979444362456,14d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,MOM_30D,-0.13229707854063744,30d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,MOM_7D,-0.027043292164090797,7d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,MOM_7D_SKIP_1D,-0.06154127217853058,7d_skip_1d,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,ENA,VOL_DIVERGENCE,0.40815883295924693,7d_growth_30d_z,merged_volume_panel,0.0912,23660459.502675038,34187.19863962636,0.0014428237344315217,0.015590200445434244,-0.002192982456140413,-0.10964912280701766,-0.10416666666666674
2026-03-30,LDO,CEX_VOLUME_CONFIRMED_MOM,0.08532370401971237,7d_price_30d_volume,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,CEX_VOL_GROWTH_7D,0.6016843494099764,7d_vs_prev_7d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,CEX_VOL_Z_30D,1.0876750239423258,30d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,DEX_SHARE,0.21556531216410532,1d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,DEX_VOL_GROWTH_7D,1.0297280077897677,7d_vs_prev_7d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,DEX_VOL_Z_30D,1.4709580529439272,30d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,MOM_14D,-0.029427553223815944,14d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,MOM_30D,0.03714804337883242,30d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,MOM_7D,0.0784459531951491,7d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,MOM_7D_SKIP_1D,0.06478194051716857,7d_skip_1d,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LDO,VOL_DIVERGENCE,-1.5475667842049725,7d_growth_30d_z,merged_volume_panel,0.3181,7596819.58046285,2087631.7808366134,0.21556531216410532,0.05575838035180869,0.036152153410877075,-0.012260295504558316,-0.0286073561773027
2026-03-30,LINK,CEX_VOLUME_CONFIRMED_MOM,0.028096427563813527,7d_price_30d_volume,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
2026-03-30,LINK,CEX_VOL_GROWTH_7D,-0.2618985965811282,7d_vs_prev_7d,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
2026-03-30,LINK,CEX_VOL_Z_30D,-0.5081865381740125,30d,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
2026-03-30,LINK,DEX_SHARE,0.05489847941660931,1d,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
2026-03-30,LINK,DEX_VOL_GROWTH_7D,-0.24011417266863685,7d_vs_prev_7d,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
2026-03-30,LINK,DEX_VOL_Z_30D,-0.09472109654701906,30d,merged_volume_panel,8.62,84494392.67577569,4908058.632967452,0.05489847941660931,0.02375296912114,0.018561484918793614,0.0011600928074246841,0.022041763341067444
