date,token_symbol,price_usd,cex_volume_usd,dex_volume_usd,total_volume_usd,dex_share,cex_to_dex_ratio,exchange_count,included_exchanges,chain,selected_chains,pool_count,included_dexes,included_pool_addresses,return_1d,future_return_1d,future_return_3d,future_return_7d
2026-02-11,ENA,0.1115,36494717.58031826,209145.70993558326,36703863.29025384,0.00569819335587812,174.49422028096396,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.026200873362445476,0.0690582959641255,0.15246636771300448,0.03139013452914807
2026-02-12,ENA,0.1192,32367100.088570334,247563.97253868636,32614664.06110902,0.007590572512868258,130.74236835294113,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.0690582959641255,0.014261744966442835,0.020134228187919545,-0.06963087248322153
2026-02-13,ENA,0.1209,29664959.065627534,213846.25671742845,29878805.322344963,0.007157122060616755,138.7209648697575,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.014261744966442835,0.06286186931348237,0.018196856906534498,-0.07940446650124067
2026-02-14,ENA,0.1285,29714648.290175237,236301.42782319136,29950949.717998426,0.007889613853586443,125.7489155436197,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.06286186931348237,-0.05369649805447474,-0.0622568093385214,-0.15953307392996108
2026-02-15,ENA,0.1216,33319042.450035997,146784.46099957477,33465826.91103557,0.004386099927839274,226.9929815672554,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.05369649805447474,0.01233552631578938,-0.05427631578947367,-0.17763157894736836
2026-02-16,ENA,0.1231,28087009.610995498,105520.6924717774,28192530.303467274,0.00374285994679945,266.17537236601873,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.01233552631578938,-0.021121039805036546,-0.09910641754671001,-0.1998375304630382
2026-02-17,ENA,0.1205,19368001.374308433,146900.94280252876,19514902.317110963,0.007527628907151833,131.8439555581602,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.021121039805036546,-0.0456431535269709,-0.07634854771784227,-0.187551867219917
2026-02-18,ENA,0.115,18819413.565147426,226726.16815855357,19046139.73330598,0.011904048344351773,83.00503518405816,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.0456431535269709,-0.03565217391304354,-0.0608695652173914,-0.04869565217391314
2026-02-19,ENA,0.1109,26026251.13980581,78447.92630527275,26104699.06611108,0.0030051266289873933,331.76467964911006,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.03565217391304354,0.0036068530207393756,-0.09828674481514876,-0.051397655545536436
2026-02-20,ENA,0.1113,39345751.31589197,129363.63452012246,39475114.950412095,0.0032770932949182452,304.1484684768327,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.0036068530207393756,-0.029649595687331498,-0.11500449236298282,-0.07637017070979335
2026-02-21,ENA,0.108,18463521.93448855,110599.14469903684,18574121.079187587,0.005954475273824065,166.94091066193698,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.029649595687331498,-0.07407407407407396,-0.09351851851851845,-0.036111111111111094
2026-02-22,ENA,0.1,27303179.535199787,353740.3046352023,27656919.839834988,0.012790300101521096,77.18424838062043,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.07407407407407396,-0.015000000000000013,0.09399999999999986,0.03499999999999992
2026-02-23,ENA,0.0985,32604264.849320885,216063.50192960934,32820328.351250496,0.006583221825730974,150.90130706084236,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.015000000000000013,-0.006091370558375719,0.06802030456852792,0.1563451776649747
2026-02-24,ENA,0.0979,23979138.45249772,259187.10906947588,24238325.561567195,0.010693276167576876,92.5167094096105,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.006091370558375719,0.11746680286006117,0.050051072522982576,0.13585291113381004
2026-02-25,ENA,0.1094,43888260.124905184,304148.9177356566,44192409.04264084,0.006882379221331568,144.2985904787916,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.11746680286006117,-0.038391224862888484,-0.04844606946983543,0.07312614259597816
2026-02-26,ENA,0.1052,55526835.63761887,908077.5985517475,56434913.23617062,0.016090706027164347,61.14767694542421,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.038391224862888484,-0.02281368821292773,-0.01615969581749055,0.09410646387832688
2026-02-27,ENA,0.1028,32569664.63557002,217499.31448702008,32787163.95005704,0.0066336727024736055,149.74605649855374,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.02281368821292773,0.012645914396887115,0.10797665369649811,0.01945525291828787
2026-02-28,ENA,0.1041,36254357.42858519,129377.9386525953,36383735.367237784,0.0035559278712513774,280.2205523302943,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.012645914396887115,-0.0057636887608069065,0.06820365033621512,-0.030739673390970168
2026-03-01,ENA,0.1035,28794742.86358919,108108.7004245626,28902851.564013753,0.003740416414799921,266.3499121764204,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.0057636887608069065,0.10048309178743975,0.13429951690821262,-0.04541062801932361
2026-03-02,ENA,0.1139,50335088.49861917,438165.55043834704,50773254.04905751,0.008629849684540369,114.8768734745651,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.10048309178743975,-0.02370500438981571,0.010535557506584636,-0.11325724319578578
2026-03-03,ENA,0.1112,35366961.239901386,273240.3558335892,35640201.595734976,0.00766663328487703,129.43535054331736,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.02370500438981571,0.055755395683453335,-0.05755395683453224,-0.07374100719424459
2026-03-04,ENA,0.1174,56525624.501276106,374514.31078380084,56900138.81205991,0.006581957770275651,150.930479486823,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.055755395683453335,-0.01959114139693363,-0.14054514480408864,-0.10732538330494035
2026-03-05,ENA,0.1151,34319904.73723073,390667.1353705723,34710571.87260131,0.011254989886206521,87.8494801070895,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.01959114139693363,-0.08948740225890517,-0.14161598609904424,-0.07558644656820157
2026-03-06,ENA,0.1048,31547871.002069212,185559.4679951727,31733430.470064387,0.0058474443275277005,170.0148817137691,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.08948740225890517,-0.03721374045801529,-0.0362595419847328,0.03721374045801529
2026-03-07,ENA,0.1009,21917686.12432457,68763.9882798326,21986450.112604406,0.0031275621088286344,318.7378549820486,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.03721374045801529,-0.020812685827552024,0.020812685827551913,0.07036669970267595
2026-03-08,ENA,0.0988,22302580.60187844,47740.19863967336,22350320.80051811,0.002135996125772239,467.165643155586,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.020812685827552024,0.022267206477732948,0.06072874493927127,0.11740890688259098
2026-03-09,ENA,0.101,26817166.353426293,28859.098035227395,26846025.45146152,0.0010749858703444045,929.2447851520315,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.022267206477732948,0.019801980198019598,0.05346534653465329,0.1841584158415841
2026-03-10,ENA,0.103,30156947.705572408,100863.67127371811,30257811.376846127,0.0033334754459769344,298.9872104073447,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.019801980198019598,0.01747572815533993,0.05533980582524278,0.1330097087378641
2026-03-11,ENA,0.1048,27152214.55201076,111368.97350885932,27263583.52551962,0.004084898575589458,243.80411973403724,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.01747572815533993,0.015267175572518887,0.03053435114503822,0.033396946564885344
2026-03-12,ENA,0.1064,27326271.346080747,80230.86369826943,27406502.209779017,0.0029274390100624353,340.5955026091807,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.015267175572518887,0.021616541353383534,0.03759398496240607,-0.03195488721804507
2026-03-13,ENA,0.1087,37278897.16774155,75366.21994039981,37354263.38768195,0.0020176069103065965,494.6366846741417,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.021616541353383534,-0.0064397424103036505,0.10027598896044143,-0.061637534498620195
2026-03-14,ENA,0.108,13984941.106058609,90369.13206795673,14075310.238126565,0.006420400725745207,154.75351799928836,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.0064397424103036505,0.022222222222222143,0.08055555555555549,-0.08240740740740748
2026-03-15,ENA,0.1104,21533629.633797638,85802.89631992624,21619432.530117564,0.0039687857764257265,250.96623257922386,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.022222222222222143,0.08333333333333326,-0.01902173913043481,-0.13496376811594202
2026-03-16,ENA,0.1196,43988664.77406123,264858.9888831503,44253523.762944385,0.005985037266228492,166.08333724881817,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,0.08333333333333326,-0.024247491638796026,-0.1387959866220736,-0.2165551839464882
2026-03-17,ENA,0.1167,29805835.11551405,333474.3840917788,30139309.49960583,0.0110644334468293,89.37968412983378,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.024247491638796026,-0.07197943444730082,-0.12596401028277637,-0.18337617823479013
2026-03-18,ENA,0.1083,31686825.424071826,191499.846487091,31878325.270558916,0.006007211635548177,165.466583944274,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.07197943444730082,-0.048938134810710965,-0.08494921514312093,-0.0369344413665742
2026-03-19,ENA,0.103,23711169.05942604,51460.69806999633,23762629.757496037,0.0021656146055872797,460.76267809609465,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.048938134810710965,-0.009708737864077666,-0.07281553398058249,-0.061165048543689315
2026-03-20,ENA,0.102,30606593.704424873,107926.62916395749,30714520.33358883,0.0035138634102623743,283.5870437306872,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.009708737864077666,-0.028431372549019618,-0.08137254901960778,-0.1264705882352941
2026-03-21,ENA,0.0991,15937436.190086067,26269.501147570736,15963705.691233637,0.0016455766383864404,606.6897159773389,10,binance;bitget;bybit;coinbase;gate;htx;kraken;kucoin;mexc;okx,base;eth,base;eth,5,aerodrome-slipstream;uniswap-v4-ethereum;uniswap_v3,0x6bbb0289dfda178555dd1ce4aaa8f1bdbfb1bcde;0x8c52de694f5a4ce27ea85fe4bc47e08d22c5dfb5f9b38b2a63765ed52cd3b147;0xae4045ffeddf61d570e6d1fe2d71ded1a2e85a88;0xc3db44adc1fcdfd5671f555236eae49f4a8eea18;0xc422bfb18f9fc217f955d759d3753f31137ccefd,-0.028431372549019618,-0.03632694248234103,-0.038345105953582204,-0.08577194752774964
