volume_state,row_count,cex_vol_z_mean,dex_vol_z_mean,future_return_1d_mean,future_return_3d_mean,future_return_7d_mean,future_return_1d_win_rate,future_return_3d_win_rate,future_return_7d_win_rate
both_high,135,1.8034066534403883,1.845438651416938,0.009982663259891642,0.0006566656357430462,-0.016870927009126933,0.48148148148148145,0.4222222222222222,0.4222222222222222
both_low_or_normal,1441,-0.48528961742906934,-0.4759309945454315,-0.0038653862225602634,-0.010251125306820862,-0.02658475402591163,0.42748091603053434,0.421235253296322,0.36224843858431643
cex_only,86,1.3795274833208615,0.12652652356273703,-0.02133707450667123,-0.042499916008455506,-0.073016284828322,0.29069767441860467,0.2441860465116279,0.19767441860465115
dex_only,118,0.2973118627166515,1.4073084267470068,0.0032762720995696652,0.00881022521312441,0.010847213038145391,0.4576271186440678,0.4576271186440678,0.423728813559322
